Division,State,ALP_primary,LNP_primary,GRN_primary,ON_primary,IND_primary,OTH_primary,ALP_3CP,LNP_3CP,GRN_3CP,ON_3CP,IND_3CP,OTH_3CP,ALP_2CP,LNP_2CP,GRN_2CP,ON_2CP,IND_2CP,OTH_2CP,ALP_2PP,LNP_2PP,GRN_2PP,ON_2PP,IND_2PP,OTH_2PP
Hinkler,QLD,22.8600,27.3992,8.5465,29.3845,2.3900,9.4199,30.0552,31.1249,0.0000,38.8200,0.0000,0.0000,0.0000,48.8303,0.0000,51.1697,0.0000,0.0000,43.6982,56.3018,0.0000,0.0000,0.0000,0.0000
Holt,VIC,37.7768,14.8166,12.2867,24.6320,0.0000,10.4879,51.7154,18.8698,0.0000,29.4148,0.0000,0.0000,57.0745,0.0000,0.0000,42.9255,0.0000,0.0000,64.0285,35.9715,0.0000,0.0000,0.0000,0.0000
Hotham,VIC,42.1084,15.4388,16.8981,19.2397,0.0000,6.3151,45.5655,0.0000,19.8389,34.5957,0.0000,0.0000,63.3213,0.0000,0.0000,36.6787,0.0000,0.0000,66.8594,33.1406,0.0000,0.0000,0.0000,0.0000
Hughes,NSW,30.7811,26.6878,12.2015,19.4130,0.0000,10.9166,42.5332,31.4831,0.0000,25.9836,0.0000,0.0000,49.5591,50.4409,0.0000,0.0000,0.0000,0.0000,53.0566,46.9434,0.0000,0.0000,0.0000,0.0000
Hume,NSW,20.1168,31.8037,9.4490,24.3074,4.1348,10.1883,29.5540,36.9518,0.0000,33.4942,0.0000,0.0000,0.0000,54.3620,0.0000,45.6380,0.0000,0.0000,41.9436,58.0564,0.0000,0.0000,0.0000,0.0000
Hunter,NSW,36.1332,8.4394,9.4817,33.0183,0.0000,12.9274,45.2009,0.0000,0.0000,40.0669,0.0000,14.7322,50.8983,0.0000,0.0000,49.1017,0.0000,0.0000,59.4813,40.5187,0.0000,0.0000,0.0000,0.0000
Indi,VIC,2.3182,19.2893,5.3699,23.4106,43.0249,6.5871,0.0000,21.5781,0.0000,27.9810,50.4409,0.0000,0.0000,0.0000,0.0000,44.9352,55.0648,0.0000,43.3335,56.6665,0.0000,0.0000,0.0000,0.0000
Isaacs,VIC,42.3362,17.6207,15.5812,19.5903,0.0000,4.8717,55.8238,21.0199,0.0000,23.1562,0.0000,0.0000,61.7935,0.0000,0.0000,38.2065,0.0000,0.0000,64.3403,35.6597,0.0000,0.0000,0.0000,0.0000
Jagajaga,VIC,36.4489,18.3164,17.8614,17.9303,5.8148,3.6282,41.9806,35.1618,22.8576,0.0000,0.0000,0.0000,62.6059,37.3941,0.0000,0.0000,0.0000,0.0000,62.8791,37.1209,0.0000,0.0000,0.0000,0.0000
Kennedy,QLD,11.2385,14.9221,8.5930,16.3642,0.0000,48.8823,18.5083,0.0000,0.0000,28.2470,0.0000,53.2447,0.0000,0.0000,0.0000,30.4893,0.0000,69.5107,40.6691,59.3309,0.0000,0.0000,0.0000,0.0000
Kingsford Smith,NSW,43.8709,15.7302,15.8994,21.1787,3.3209,0.0000,47.1435,0.0000,18.3232,34.5334,0.0000,0.0000,63.5427,0.0000,0.0000,36.4573,0.0000,0.0000,67.1872,32.8128,0.0000,0.0000,0.0000,0.0000
Kingston,SA,44.4176,8.8336,14.4713,21.5063,4.2699,6.5012,49.0613,0.0000,17.2232,33.7154,0.0000,0.0000,64.4762,0.0000,0.0000,35.5238,0.0000,0.0000,70.7405,29.2595,0.0000,0.0000,0.0000,0.0000
Kooyong,VIC,6.1576,34.5049,10.8796,10.5628,36.0710,1.8241,0.0000,44.9052,14.3731,0.0000,40.7217,0.0000,0.0000,46.3282,0.0000,0.0000,53.6718,0.0000,47.6281,52.3719,0.0000,0.0000,0.0000,0.0000
La Trobe,VIC,24.5320,29.2885,14.1745,23.7955,0.0000,8.2095,36.5248,34.4971,0.0000,28.9780,0.0000,0.0000,44.4704,55.5296,0.0000,0.0000,0.0000,0.0000,47.9395,52.0605,0.0000,0.0000,0.0000,0.0000
Lalor,VIC,36.7537,14.4792,15.8415,22.6586,2.5084,7.7586,41.3244,0.0000,19.5401,39.1355,0.0000,0.0000,58.8128,0.0000,0.0000,41.1872,0.0000,0.0000,63.2136,36.7864,0.0000,0.0000,0.0000,0.0000
Leichhardt,QLD,28.3844,18.4488,11.3343,25.2896,0.0000,16.5430,39.5188,22.9735,0.0000,37.5078,0.0000,0.0000,46.0432,0.0000,0.0000,53.9568,0.0000,0.0000,56.1303,43.8697,0.0000,0.0000,0.0000,0.0000
Lilley,QLD,39.5212,17.1769,18.6285,19.6689,0.0000,5.0044,43.0288,0.0000,20.5681,36.4031,0.0000,0.0000,61.4372,0.0000,0.0000,38.5628,0.0000,0.0000,64.5201,35.4799,0.0000,0.0000,0.0000,0.0000
Lindsay,NSW,26.2020,30.3717,11.0657,23.2059,0.0000,9.1547,37.2246,34.0798,0.0000,28.6956,0.0000,0.0000,45.6424,54.3576,0.0000,0.0000,0.0000,0.0000,47.2174,52.7826,0.0000,0.0000,0.0000,0.0000
Lingiari,NT,35.1762,19.7024,11.6632,24.1419,4.4722,4.8441,48.8981,24.1973,0.0000,26.9046,0.0000,0.0000,55.7702,0.0000,0.0000,44.2298,0.0000,0.0000,58.1259,41.8741,0.0000,0.0000,0.0000,0.0000
Longman,QLD,28.1199,25.0424,10.8837,26.8178,0.0000,9.1363,37.7146,28.2397,0.0000,34.0458,0.0000,0.0000,45.7346,0.0000,0.0000,54.2654,0.0000,0.0000,49.8897,50.1103,0.0000,0.0000,0.0000,0.0000
Lyne,NSW,13.7274,26.0215,8.2999,22.0967,14.8001,15.0544,0.0000,37.6843,0.0000,29.4779,32.8378,0.0000,0.0000,55.3836,0.0000,0.0000,44.6164,0.0000,40.2204,59.7796,0.0000,0.0000,0.0000,0.0000
Lyons,TAS,33.3181,17.5700,12.7367,22.8941,2.9136,10.5675,47.5309,23.0177,0.0000,29.4514,0.0000,0.0000,54.0679,0.0000,0.0000,45.9321,0.0000,0.0000,61.5837,38.4163,0.0000,0.0000,0.0000,0.0000
Macarthur,NSW,41.5314,13.2651,13.2919,24.9121,0.0000,6.9994,44.9214,0.0000,15.8204,39.2582,0.0000,0.0000,59.0806,0.0000,0.0000,40.9194,0.0000,0.0000,65.6058,34.3942,0.0000,0.0000,0.0000,0.0000
Mackellar,NSW,5.4072,27.0646,8.4865,15.4911,39.5399,4.0107,0.0000,30.9574,0.0000,18.4703,50.5723,0.0000,0.0000,44.6566,0.0000,0.0000,55.3434,0.0000,46.3428,53.6572,0.0000,0.0000,0.0000,0.0000
Macnamara,VIC,30.7021,21.6095,30.0456,16.0486,0.0000,1.5942,33.4898,33.9991,32.5111,0.0000,0.0000,0.0000,63.3623,36.6377,0.0000,0.0000,0.0000,0.0000,61.7951,38.2049,0.0000,0.0000,0.0000,0.0000
Macquarie,NSW,36.1443,21.2375,13.4160,25.1314,0.0000,4.0709,47.5526,23.6524,0.0000,28.7949,0.0000,0.0000,54.2699,0.0000,0.0000,45.7301,0.0000,0.0000,57.7057,42.2943,0.0000,0.0000,0.0000,0.0000
Makin,SA,41.4147,13.4476,13.9404,22.7757,0.0000,8.4216,44.8280,0.0000,17.4679,37.7040,0.0000,0.0000,60.4618,0.0000,0.0000,39.5382,0.0000,0.0000,64.6578,35.3422,0.0000,0.0000,0.0000,0.0000
Mallee,VIC,9.9909,31.2580,8.3781,23.7519,12.4505,14.1706,23.5129,41.2317,0.0000,35.2554,0.0000,0.0000,0.0000,55.0831,0.0000,44.9169,0.0000,0.0000,30.7222,69.2778,0.0000,0.0000,0.0000,0.0000
Maranoa,QLD,9.6680,42.1686,6.7843,29.6308,0.0000,11.7482,15.4507,46.5888,0.0000,37.9605,0.0000,0.0000,0.0000,55.6908,0.0000,44.3092,0.0000,0.0000,26.0362,73.9638,0.0000,0.0000,0.0000,0.0000
Maribyrnong,VIC,35.8907,18.4201,22.0875,21.6431,0.0000,1.9586,38.9315,0.0000,23.8438,37.2247,0.0000,0.0000,60.2717,0.0000,0.0000,39.7283,0.0000,0.0000,62.6456,37.3544,0.0000,0.0000,0.0000,0.0000
Mayo,SA,14.3685,13.2384,15.0246,21.7246,0.0000,35.6439,28.0575,0.0000,0.0000,27.8423,0.0000,44.1002,34.5815,0.0000,0.0000,0.0000,0.0000,65.4185,54.9760,45.0240,0.0000,0.0000,0.0000,0.0000
McEwen,VIC,31.2545,21.2762,13.6102,22.9409,0.0000,10.9182,44.8776,26.6207,0.0000,28.5018,0.0000,0.0000,52.4378,0.0000,0.0000,47.5622,0.0000,0.0000,54.6545,45.3455,0.0000,0.0000,0.0000,0.0000
McMahon,NSW,39.0308,15.3732,9.8564,25.1823,9.2808,1.2766,50.9021,20.9257,0.0000,28.1723,0.0000,0.0000,56.8450,0.0000,0.0000,43.1550,0.0000,0.0000,59.0198,40.9802,0.0000,0.0000,0.0000,0.0000
McPherson,QLD,16.5909,25.8662,11.6485,20.2464,14.3624,11.2855,35.4334,36.3009,0.0000,28.2656,0.0000,0.0000,42.8180,57.1820,0.0000,0.0000,0.0000,0.0000,45.6144,54.3856,0.0000,0.0000,0.0000,0.0000
Melbourne,VIC,24.8268,8.7643,44.2914,14.3705,4.8705,2.8764,32.0547,0.0000,48.1314,19.8139,0.0000,0.0000,47.9350,0.0000,52.0650,0.0000,0.0000,0.0000,73.9707,26.0293,0.0000,0.0000,0.0000,0.0000
Menzies,VIC,28.8781,30.4176,13.6828,14.4533,6.3056,6.2625,44.2788,36.2197,0.0000,19.5015,0.0000,0.0000,49.4332,50.5668,0.0000,0.0000,0.0000,0.0000,51.0774,48.9226,0.0000,0.0000,0.0000,0.0000
Mitchell,NSW,25.5912,37.0501,15.2846,19.8479,0.0000,2.2262,36.9046,40.4879,0.0000,22.6075,0.0000,0.0000,43.0902,56.9098,0.0000,0.0000,0.0000,0.0000,46.1913,53.8087,0.0000,0.0000,0.0000,0.0000
Monash,VIC,15.4216,21.7985,7.8753,24.9033,23.1616,6.8397,0.0000,33.2000,0.0000,26.3006,40.4994,0.0000,0.0000,49.8610,0.0000,0.0000,50.1390,0.0000,45.9554,54.0446,0.0000,0.0000,0.0000,0.0000
Moncrieff,QLD,17.1621,31.0235,11.7141,22.2985,8.5652,9.2367,31.6135,37.8592,0.0000,30.5272,0.0000,0.0000,39.8435,60.1565,0.0000,0.0000,0.0000,0.0000,41.2515,58.7485,0.0000,0.0000,0.0000,0.0000
Moore,WA,25.6962,22.2303,13.3430,18.9031,15.6379,4.1895,43.1416,33.6649,0.0000,23.1935,0.0000,0.0000,49.1824,50.8176,0.0000,0.0000,0.0000,0.0000,52.8862,47.1138,0.0000,0.0000,0.0000,0.0000
Moreton,QLD,36.0098,16.7658,23.8899,17.3899,0.0000,5.9446,39.9580,0.0000,26.0130,34.0290,0.0000,0.0000,63.2397,0.0000,0.0000,36.7603,0.0000,0.0000,66.0912,33.9088,0.0000,0.0000,0.0000,0.0000
New England,NSW,13.9813,40.0558,9.4621,27.1576,3.5846,5.7585,23.4635,44.2300,0.0000,32.3065,0.0000,0.0000,0.0000,58.0524,0.0000,41.9476,0.0000,0.0000,32.9404,67.0596,0.0000,0.0000,0.0000,0.0000
Newcastle,NSW,39.4864,9.2093,23.7935,21.1360,0.0000,6.3749,44.6962,0.0000,27.7071,27.5967,0.0000,0.0000,58.5974,0.0000,41.4026,0.0000,0.0000,0.0000,70.7923,29.2077,0.0000,0.0000,0.0000,0.0000
Nicholls,VIC,12.6539,28.1068,7.0449,22.7572,22.3694,7.0678,0.0000,38.7157,0.0000,26.9516,34.3327,0.0000,0.0000,60.4812,0.0000,0.0000,39.5188,0.0000,35.8229,64.1771,0.0000,0.0000,0.0000,0.0000
O'Connor,WA,16.2667,25.4434,11.9049,27.2571,0.0000,19.1279,26.0798,35.5491,0.0000,38.3711,0.0000,0.0000,0.0000,50.9127,0.0000,49.0873,0.0000,0.0000,36.7365,63.2635,0.0000,0.0000,0.0000,0.0000
Oxley,QLD,45.5911,11.8915,15.6408,22.1435,0.0000,4.7331,48.1580,0.0000,17.3807,34.4614,0.0000,0.0000,63.7137,0.0000,0.0000,36.2863,0.0000,0.0000,69.3232,30.6768,0.0000,0.0000,0.0000,0.0000
Page,NSW,15.4357,34.2919,15.5629,18.8159,3.2287,12.6649,31.0904,41.3103,0.0000,27.5992,0.0000,0.0000,38.4298,61.5702,0.0000,0.0000,0.0000,0.0000,40.7142,59.2858,0.0000,0.0000,0.0000,0.0000
Parkes,NSW,13.3917,30.5205,7.4521,30.8696,2.5572,15.2090,0.0000,38.1429,0.0000,34.7143,0.0000,27.1428,0.0000,48.1499,0.0000,51.8501,0.0000,0.0000,37.0303,62.9697,0.0000,0.0000,0.0000,0.0000
Parramatta,NSW,42.1480,22.1966,14.0367,16.3956,0.0000,5.2231,54.6046,25.1939,0.0000,20.2015,0.0000,0.0000,60.0432,39.9568,0.0000,0.0000,0.0000,0.0000,62.5476,37.4524,0.0000,0.0000,0.0000,0.0000
Paterson,NSW,30.7512,17.9459,9.0820,23.7098,11.4494,7.0618,45.7153,26.1869,0.0000,28.0977,0.0000,0.0000,53.1524,0.0000,0.0000,46.8476,0.0000,0.0000,56.8894,43.1106,0.0000,0.0000,0.0000,0.0000
Pearce,WA,34.4581,17.5684,13.4469,25.0035,0.0000,9.5230,46.2028,24.4469,0.0000,29.3503,0.0000,0.0000,53.1457,0.0000,0.0000,46.8543,0.0000,0.0000,56.4362,43.5638,0.0000,0.0000,0.0000,0.0000
Perth,WA,36.3699,15.2305,25.9413,21.2286,0.0000,1.2297,38.8027,0.0000,27.3059,33.8915,0.0000,0.0000,63.2414,0.0000,0.0000,36.7586,0.0000,0.0000,66.5123,33.4877,0.0000,0.0000,0.0000,0.0000
Petrie,QLD,28.7536,27.9733,13.5035,22.9588,0.0000,6.8108,40.0193,31.8415,0.0000,28.1392,0.0000,0.0000,47.9622,52.0378,0.0000,0.0000,0.0000,0.0000,51.1174,48.8826,0.0000,0.0000,0.0000,0.0000
Rankin,QLD,41.8598,10.7501,12.6449,23.7425,0.0000,11.0027,45.2909,0.0000,17.1335,37.5756,0.0000,0.0000,60.6254,0.0000,0.0000,39.3746,0.0000,0.0000,65.5532,34.4468,0.0000,0.0000,0.0000,0.0000
Reid,NSW,42.3075,22.8022,13.2667,15.2363,2.8952,3.4921,54.4305,26.3489,0.0000,19.2206,0.0000,0.0000,59.6772,40.3228,0.0000,0.0000,0.0000,0.0000,62.0074,37.9926,0.0000,0.0000,0.0000,0.0000
Richmond,NSW,26.3857,14.3120,30.8278,14.5654,0.0000,13.9090,30.9303,0.0000,34.9623,34.1074,0.0000,0.0000,0.0000,0.0000,64.6215,35.3785,0.0000,0.0000,60.0036,39.9964,0.0000,0.0000,0.0000,0.0000
Riverina,NSW,13.3348,26.2610,6.5306,26.1553,15.5173,12.2010,0.0000,35.8738,0.0000,31.9879,32.1382,0.0000,0.0000,61.7066,0.0000,0.0000,38.2934,0.0000,37.3792,62.6208,0.0000,0.0000,0.0000,0.0000
Robertson,NSW,36.5754,21.2959,10.9321,23.7431,3.0322,4.4213,47.7426,25.0106,0.0000,27.2468,0.0000,0.0000,54.8456,0.0000,0.0000,45.1544,0.0000,0.0000,59.3665,40.6335,0.0000,0.0000,0.0000,0.0000
Ryan,QLD,21.5660,25.3100,32.3710,15.4566,0.0000,5.2964,24.9047,39.5195,35.5758,0.0000,0.0000,0.0000,0.0000,45.5544,54.4456,0.0000,0.0000,0.0000,57.8203,42.1797,0.0000,0.0000,0.0000,0.0000
Scullin,VIC,39.0918,9.5213,11.5421,23.3349,0.0000,16.5100,51.0434,0.0000,0.0000,30.0040,0.0000,18.9526,56.9373,0.0000,0.0000,43.0627,0.0000,0.0000,64.2933,35.7067,0.0000,0.0000,0.0000,0.0000
Shortland,NSW,36.8868,15.9226,12.5831,25.1719,4.1097,5.3259,49.1438,20.4813,0.0000,30.3750,0.0000,0.0000,54.9604,0.0000,0.0000,45.0396,0.0000,0.0000,61.5070,38.4930,0.0000,0.0000,0.0000,0.0000
Solomon,NT,27.4012,21.4483,12.7085,22.3277,12.9473,3.1670,44.1295,29.5178,0.0000,26.3527,0.0000,0.0000,51.0367,48.9633,0.0000,0.0000,0.0000,0.0000,51.3105,48.6895,0.0000,0.0000,0.0000,0.0000
Spence,SA,37.6246,8.9921,15.2774,27.1503,2.1600,8.7957,41.4185,0.0000,19.2691,39.3124,0.0000,0.0000,58.6643,0.0000,0.0000,41.3357,0.0000,0.0000,65.3382,34.6618,0.0000,0.0000,0.0000,0.0000
Sturt,SA,28.3549,25.5148,17.7812,17.4613,6.9817,3.9061,34.0799,41.7130,24.2071,0.0000,0.0000,0.0000,54.7999,45.2001,0.0000,0.0000,0.0000,0.0000,56.6226,43.3774,0.0000,0.0000,0.0000,0.0000
Swan,WA,36.4599,17.0653,18.9523,19.9559,0.0000,7.5665,41.0853,0.0000,22.3623,36.5524,0.0000,0.0000,61.0995,0.0000,0.0000,38.9005,0.0000,0.0000,63.9886,36.0114,0.0000,0.0000,0.0000,0.0000
Sydney,NSW,49.5623,6.9477,24.4013,17.1291,0.0000,1.9596,52.9976,0.0000,26.8069,20.1955,0.0000,0.0000,63.5600,0.0000,36.4400,0.0000,0.0000,0.0000,78.0772,21.9228,0.0000,0.0000,0.0000,0.0000
Tangney,WA,36.1982,24.8838,14.9633,18.2694,0.0000,5.6854,48.9458,29.7075,0.0000,21.3467,0.0000,0.0000,54.7348,45.2652,0.0000,0.0000,0.0000,0.0000,56.9893,43.0107,0.0000,0.0000,0.0000,0.0000
Wannon,VIC,6.8478,32.9981,5.6609,19.0870,29.4230,5.9831,0.0000,38.5130,0.0000,22.9753,38.5117,0.0000,0.0000,53.8732,0.0000,0.0000,46.1268,0.0000,39.0763,60.9237,0.0000,0.0000,0.0000,0.0000
Warringah,NSW,8.3445,22.3870,10.9636,14.0197,40.5768,3.7084,0.0000,25.6536,0.0000,17.2255,57.1209,0.0000,0.0000,39.1541,0.0000,0.0000,60.8459,0.0000,54.5141,45.4859,0.0000,0.0000,0.0000,0.0000
Watson,NSW,42.9768,6.6351,10.1494,16.9779,15.5629,7.6979,52.8739,0.0000,0.0000,22.1283,24.9978,0.0000,63.6178,0.0000,0.0000,0.0000,36.3822,0.0000,72.8590,27.1410,0.0000,0.0000,0.0000,0.0000
Wentworth,NSW,8.8584,26.7311,12.7511,14.8795,36.7799,0.0000,0.0000,38.3728,17.6599,0.0000,43.9674,0.0000,0.0000,40.1101,0.0000,0.0000,59.8899,0.0000,50.5556,49.4444,0.0000,0.0000,0.0000,0.0000
Werriwa,NSW,34.7747,19.7913,11.9377,19.2812,2.3081,11.9070,47.6438,27.0889,0.0000,25.2674,0.0000,0.0000,54.7276,45.2724,0.0000,0.0000,0.0000,0.0000,56.7740,43.2260,0.0000,0.0000,0.0000,0.0000
Whitlam,NSW,32.7957,17.0056,13.4185,23.5038,8.1142,5.1622,45.0814,23.9491,0.0000,30.9695,0.0000,0.0000,51.8830,0.0000,0.0000,48.1170,0.0000,0.0000,56.2461,43.7539,0.0000,0.0000,0.0000,0.0000
Wide Bay,QLD,18.3234,28.2761,10.4167,28.7496,4.4862,9.7480,29.8461,32.4991,0.0000,37.6548,0.0000,0.0000,0.0000,50.0814,0.0000,49.9186,0.0000,0.0000,42.5904,57.4096,0.0000,0.0000,0.0000,0.0000
Wills,VIC,30.5128,2.4687,37.4876,17.7333,0.0000,11.7977,33.5670,0.0000,44.4937,21.9393,0.0000,0.0000,46.7822,0.0000,53.2178,0.0000,0.0000,0.0000,80.8610,19.1390,0.0000,0.0000,0.0000,0.0000
Wright,QLD,18.2055,24.8441,11.6975,32.9002,0.0000,12.3527,27.5793,28.7425,0.0000,43.6781,0.0000,0.0000,0.0000,44.9895,0.0000,55.0105,0.0000,0.0000,42.0274,57.9726,0.0000,0.0000,0.0000,0.0000
