,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casey,0.242555231,-0.09609476899,,,,0.4703430065,0.4703430065,0.4087049312,0.07005493123,,,,0.5296569935,0.5296569935,0.1094220526,-0.007202947387,,,,,,0.05066874056,-0.01423125944,,,,,,0.1050813431,0.03108134309,,,,,,0.0835677015,0.0171927015,,,,,
Flinders,0.2229492791,-0.1162007209,,,,,0.4521810256,0.4122325383,0.08958253831,,,,0.5228718359,0.5478189744,0.06356429957,-0.05056070043,,,,,,0.05300070482,-0.01239929518,,,,,,0.2208957302,0.1482,,,,0.4771281641,,0.02735744803,-0.00754255197,,,,,
Gippsland,0.2127856584,-0.1328643416,,,,0.3064396037,0.3064396037,0.5253632181,0.2014632181,,,,0.6935603963,0.6935603963,0.08492907463,-0.03719592537,,,,,,0.1443135608,0.07116356078,,,,,,0,,,,,,,0.03260848813,-0.03401651187,,,,,
Monash,0.2029672549,-0.1244327451,,,,0.4595538388,0.4595538388,0.3177947502,0.004894750241,,,,0.5404461612,0.5404461612,0.04931768745,-0.06055731255,,,,,,0.07965352764,0.01825352764,,,,,,0.2728957559,0.1636457559,,,,,,0.07737102391,-0.001003976092,,,,,
Indi,0.08342235878,-0.2567276412,,,,,0.433334909,0.3070479792,-0.0213520208,,,,0.4145781139,0.566665091,0.0362845663,-0.0860904337,,,,,,0.07205861498,0.006908614985,,,,,,0.4371826991,0.3619326991,,,,0.5854218861,,0.06400378161,-0.003871218388,,,,,
McEwen,0.3735267972,0.03262679724,,,,0.5465450826,0.5465450826,0.3252181726,-0.002181827393,,,,0.4534549174,0.4534549174,0.11101234,-0.003862659985,,,,,,0.06565728978,0.002757289785,,,,,,0,,,,,,,0.1245854004,0.03921040036,,,,,
Nicholls,0.2423782656,-0.1260217344,,,,0.3582286283,0.3582286283,0.4624152482,0.1270152482,,,,0.6417713717,0.6417713717,0.07809966336,-0.05427533664,,,,,,0.1147029539,0.04205295387,,,,,,0,0.2022,,,,,,0.1024038689,0.01600386895,,,,,
Mallee,0.1781096405,-0.1685403595,,,,0.3072216082,0.3072216082,0.46311921,0.13371921,,,,0.6927783918,0.6927783918,0.08509223567,-0.04653276433,,,,,,0.1025150282,0.03136502817,,,,,,0,0.0689,,,,,,0.1711638857,0.08808888567,,,,,
Wannon,0.1055932704,-0.2125567296,,,,,0.390763356,0.4363931523,0.1099931523,,,,0.5339156582,0.609236644,0.03162817296,-0.08424682704,,,,,,0.04180194805,-0.02109805195,,,,,,0.321031951,0.219781951,,,,0.4660843418,,0.06355150531,-0.01107349469,,,,,
Brisbane,0.3215224164,-0.03137758364,,,,0.5895977245,0.5895977245,0.3426881575,0.02328815748,,,,0.4104022755,0.4104022755,0.2588198113,0.1401948113,,,,,,0.025265249,-0.035884751,,,,,,0,,,,,,,0.05170436589,-0.02767063411,,,,,
Lilley,0.4607549317,0.1096049317,,,,0.6452010622,0.6452010622,0.27698217,-0.04566783005,,,,0.3547989378,0.3547989378,0.1640174507,0.04364245068,,,,,,0.04253603945,-0.01836396055,,,,,,0,,,,,,,0.05570940819,-0.02066559181,,,,,
Griffith,0.3450782895,-0.009571710466,,,,0.6058053292,0.6594176357,0.2657632085,-0.0516367915,,,,,0.3405823643,0.3165369472,0.2016619472,,,,0.3941946708,,0.02457650398,-0.03382349602,,,,,,0,,,,,,,0.04804505082,-0.03807994918,,,,,
Moreton,0.4230691349,0.07016913493,,,,0.660911639,0.660911639,0.2571857915,-0.05196420852,,,,0.339088361,0.339088361,0.2166874487,0.09231244871,,,,,,0.02862593386,-0.02977406614,,,,,,0,,,,,,,0.07443169102,-0.01219330898,,,,,
Bonner,0.3950719432,0.02967194317,,,,0.5499767925,0.5499767925,0.3547312978,0.0500812978,,,,0.4500232075,0.4500232075,0.1242508022,0.01287580217,,,,,,0.03818134119,-0.01771865881,,,,,,0,,,,,,,0.08776461566,-0.006360384336,,,,,
Bowman,0.3171400261,-0.02975997389,,,,0.4757239297,0.4757239297,0.3961310158,0.07523101577,,,,0.5242760703,0.5242760703,0.1175048848,-0.001370115153,,,,,,0.07084186059,0.01194186059,,,,,,0,,,,,,,0.09838221267,0.01250721267,,,,,
Dickson,0.3362568668,-0.009143133169,,,,0.5605891267,0.5605891267,0.3469217655,0.03752176549,,,,0.4394108733,0.4394108733,0.07634968744,-0.03227531256,,,,,,0.04194923281,-0.01545076719,,,,,,0.1219454442,0.02372044421,,,,,,0.07657700322,-0.00357299678,,,,,
Petrie,0.3642201521,0.007570152065,,,,0.5111737105,0.5111737105,0.3784163299,0.06476632989,,,,0.4888262895,0.4888262895,0.1181759025,-0.004949097541,,,,,,0.06719638331,0.003046383314,,,,,,0,,,,,,,0.07199123228,-0.001883767724,,,,,
Fadden,0.2740190842,-0.07938091579,,,,0.4315670416,0.4315670416,0.4095654438,0.09091544376,,,,0.5684329584,0.5684329584,0.09300634644,-0.02561865356,,,,,,0.07987360975,0.02122360975,,,,,,0.02803385966,-0.03621614034,,,,,,0.1155016562,0.02987665618,,,,,
Forde,0.3424253697,-0.01372463034,,,,0.5180042779,0.5180042779,0.307104994,-0.005295006045,,,,0.4819957221,0.4819957221,0.1142006882,-0.01192431182,,,,,,0.1027620199,0.0366120199,,,,,,0.02963824049,-0.03761175951,,,,,,0.1038686878,0.03274368781,,,,,
Oxley,0.5274577444,0.1695577444,,,,0.6932323747,0.6932323747,0.2111579817,-0.09774201828,,,,0.3067676253,0.3067676253,0.1343531695,0.01422816953,,,,,,0.05512688697,-0.004523113031,,,,,,0.01380814652,-0.0589,,,,,,0.05809607088,-0.02332892912,,,,,
Rankin,0.4942019658,0.1398019658,,,,0.6555324046,0.6555324046,0.1974604283,-0.1071895717,,,,0.3444675954,0.3444675954,0.1094372143,-0.01318778567,,,,,,0.06568196446,0.008781964459,,,,,,0,,,,,,,0.1332184272,0.04034342717,,,,,
Ryan,0.2823935358,-0.07300646421,,,,,0.5782026251,0.3460787536,0.02792875355,,,,0.4673213354,0.4217973749,0.2898262164,0.1707012164,,,,0.5326786646,,0.02249134948,-0.03790865052,,,,,,0,,,,,,,0.05921014479,-0.01916485521,,,,,
Blair,0.3695901689,0.02494016889,,,,0.5554769281,0.5554769281,0.2744030308,-0.0492469692,,,,0.4445230719,0.4445230719,0.1044555865,-0.01216941347,,,,,,0.09792279745,0.03827279745,,,,,,0,,,,,,,0.1536284163,0.06675341634,,,,,
Capricornia,0.319084248,-0.03131575203,,,,0.4403332219,0.4403332219,0.3656420703,0.04499207027,,,,0.5596667781,0.5596667781,0.06186089406,-0.06101410594,,,,,,0.1556960871,0.09279608708,,,,,,0,-0.0191,,,,,,0.09771670062,0.02309170062,,,,,
Herbert,0.2302476415,-0.1139023585,,,,0.3662573195,0.3662573195,0.4873739427,0.1552239427,,,,0.6337426805,0.6337426805,0.09379066363,-0.03133433637,,,,,,0.05185629473,-0.00829370527,,,,,,0,-0.0104,,,,,,0.1367314574,0.06685645738,,,,,
Hinkler,0.3118412272,-0.04855877282,,,,0.4369817806,0.4369817806,0.3800473539,0.06239735394,,,,0.5630182194,0.5630182194,0.07315177943,-0.05347322057,,,,,,0.1325178949,0.06086789485,,,,,,0.0292716818,-0.0458033182,,,,,,0.0731700628,0.0253700628,,,,,
Longman,0.3546162111,0.003966211074,,,,0.498896899,0.498896899,0.36053769,0.03788768997,,,,0.501103101,0.501103101,0.09853275267,-0.03009224733,,,,,,0.09892642439,0.03452642439,,,,,,0,,,,,,,0.0873869219,0.0222619219,,,,,
Groom,0.1663372668,-0.1690627332,,,,,0.3664961538,0.409850995,0.08870099498,,,,0.5582553431,0.6335038462,0.0557460908,-0.0656289092,,,,,,0.09552597415,0.03512597415,,,,,,0.2072991145,0.1262991145,,,,0.4417446569,,0.06524055882,-0.01463444118,,,,,
McPherson,0.2343054055,-0.1098445945,,,,0.4561435992,0.4561435992,0.3591832536,0.05028325361,,,,0.5438564008,0.5438564008,0.08409196112,-0.02053303888,,,,,,0.04350151726,-0.009648482744,,,,,,0.1500488608,0.0773,,,,,,0.1288690017,0.0457440017,,,,,
Moncrieff,0.244572693,-0.105077307,,,,0.4125152004,0.4125152004,0.4191037219,0.1012037219,,,,0.5874847996,0.5874847996,0.09526942169,-0.02060557831,,,,,,0.05874847996,0.001348479955,,,,,,0.09003648107,0.0173,,,,,,0.0922692024,0.0241442024,,,,,
Dawson,0.2621054556,-0.08279454442,,,,0.3815960515,0.3815960515,0.4168054596,0.09290545964,,,,0.6184039485,0.6184039485,0.0705203721,-0.0511046279,,,,,,0.104175976,0.05102597595,,,,,,0,,,,,,,0.1463927367,0.05851773673,,,,,
Kennedy,0.1639482594,-0.1774517406,,,,,0.4066908836,0.2380604464,-0.0788395536,,,,0.3527583687,0.5933091164,0.05928357533,-0.06159142467,,,,,,0.07760066682,-0.002199333176,,,,,,0.01679409737,-0.0559,,,,,,0.4443129547,0.3760379547,,,,0.6472416313,
Leichhardt,0.3648454197,0.001945419726,,,,0.5613030874,0.5613030874,0.2724040883,-0.03174591172,,,,0.4386969126,0.4386969126,0.09295977316,-0.02741522684,,,,,,0.08016801744,0.01826801744,,,,,,0.017574116,-0.0551,,,,,,0.1720485854,0.09432358539,,,,,
Flynn,0.2505305244,-0.06886947563,,,,0.3973653186,0.3973653186,0.374186273,0.045036273,,,,0.6026346814,0.6026346814,0.05688656518,-0.06848843482,,,,,,0.1422420421,0.07684204213,,,,,,0.04994617869,-0.02005382131,,,,,,0.1262084166,0.03633341663,,,,,
Fairfax,0.2486042072,-0.09954579281,,,,0.4671943664,0.4671943664,0.3788902096,0.06849020964,,,,0.5328056336,0.5328056336,0.1022170593,-0.01190794071,,,,,,0.0741301059,0.0114801059,,,,,,0.1341852172,0.0615,,,,,,0.06197320078,-0.000601799222,,,,,
Fisher,0.2226686474,-0.1152313526,,,,0.4396566277,0.4396566277,0.3722398541,0.06183985414,,,,0.5603433723,0.5603433723,0.09619150517,-0.01543349483,,,,,,0.06076541292,0.008365412925,,,,,,0.1628823688,0.0902,,,,,,0.08525221149,0.006877211493,,,,,
Maranoa,0.1604614739,-0.1821885261,,,,,0.2603621772,0.5317698363,0.2116198363,,,,0.7009735175,0.7396378228,0.05151146007,-0.07136353993,,,,,,0.1230255817,0.0616255817,,,,0.2990264825,,0,,,,,,,0.133231648,0.04885664802,,,,,
Wide Bay,0.2594636249,-0.09293637514,,,,0.4259035514,0.4259035514,0.3905701483,0.07367014832,,,,0.5740964486,0.5740964486,0.08646884781,-0.03365615219,,,,,,0.1204608374,0.05556083738,,,,,,0.04851921266,-0.0242,,,,,,0.09451732897,0.02951732897,,,,,
Wright,0.2541730478,-0.0964769522,,,,0.4202736116,0.4202736116,0.3405942797,0.03544427965,,,,0.5797263884,0.5797263884,0.09529350365,-0.02208149635,,,,,,0.1625413882,0.09714138825,,,,,,0,,,,,,,0.1473977806,0.05452278065,,,,,
Cowan,0.4662526914,0.1234026914,,,,0.6363466159,0.6363466159,0.2416554852,-0.06926951483,,,,0.3636533841,0.3636533841,0.1078312062,-0.01626879375,,,,,,0.05064436609,-0.01505563391,,,,,,0.03554154835,-0.0372,,,,,,0.09807470278,0.01907470278,,,,,
Curtin,0.1483274481,-0.1950225519,,,,,0.4784049056,0.4028173292,0.07761732923,,,,0.4673083495,0.5215950944,0.07816949539,-0.03763050461,,,,,,0.02594259027,-0.03790740973,,,,,,0.3222842389,0.2482592389,,,,0.5326916505,,0.02245889813,-0.05451610187,,,,,
Perth,0.4305204699,0.08009546995,,,,0.6651228999,0.6651228999,0.2608965877,-0.06420341233,,,,0.3348771001,0.3348771001,0.245268455,0.116843455,,,,,,0.06331448735,-0.006360512651,,,,,,0,,,,,,,0,-0.057825,,,,,
Fremantle,0.3860471948,0.05904719475,,,,0.5068540096,0.6868207187,0.1885244296,-0.1261255704,,,,,0.3131792813,0.1155683932,0.009618393224,,,,,,0.06114755704,-0.006602442965,,,,,,0.2300988936,0.1574,,,,0.4931459904,,0.01861353177,-0.03996146823,,,,,
Swan,0.4263024013,0.0792024013,,,,0.6399,0.6398860399,0.2693019943,-0.0468730057,,,,0.3601139601,0.3601139601,0.1748677249,0.04671772487,,,,,,0.05220797721,-0.01504202279,,,,,,0,,,,,,,0.07731990232,0.00454490232,,,,,
Tangney,0.4250344623,0.07350946225,,,,0.5699,0.5698930544,0.342613365,0.02801336505,,,,0.4301069456,0.4301069456,0.1298303466,0.006130346605,,,,,,0.04072402267,-0.02462597733,,,,,,0,,,,,,,0.06179780343,-0.01447719657,,,,,
Bullwinkel,0.3194603684,-0.009914631583,,,,0.5051,0.5050924864,0.3703,0.03569915921,,,,0.4949075136,0.4949075136,0.1120538103,-0.009846189712,,,,,,0.08609455018,0.01499455018,,,,,,0,,,,,,,0.112,0.03754865856,,,,,
Hasluck,0.4835428201,0.1311178201,,,,0.6597,0.6597419179,0.2215884711,-0.08633652892,,,,0.3402580821,0.3402580821,0.1246664085,-5.859148518e-05,,,,,,0.07378258731,0.003682587309,,,,,,0,,,,,,,0.09641971303,0.02014471303,,,,,
Pearce,0.400670792,0.065845792,,,,0.5644,0.5643623908,0.2852293232,-0.03867067681,,,,0.4356376092,0.4356376092,0.1186629015,-0.005037098468,,,,,,0.09265696839,0.02083196839,,,,,,0,,,,,,,0.1027800149,0.02558001488,,,,,
Moore,0.3251120866,-0.01708791336,,,,0.5289,0.5288617239,0.3144509861,0.01245098608,,,,0.4711382761,0.4711382761,0.1111693514,-0.003480648558,,,,,,0.04530265732,-0.01824734268,,,,,,0.1627245243,0.09,,,,,,0.04124039425,-0.02713460575,,,,,
Brand,0.4586056529,0.1300056529,,,,0.6692,0.6691970616,0.1969443349,-0.1256806651,,,,0.3308029384,0.3308029384,0.1323339695,0.005333969486,,,,,,0.1275148465,0.04851484652,,,,,,0,,,,,,,0.08460119625,0.01037619625,,,,,
Burt,0.4673475798,0.1342725798,,,,0.6571,0.6570507949,0.191294039,-0.122430961,,,,0.3429492051,0.3429492051,0.1148635641,-0.01216143595,,,,,,0.0991782432,0.0261032432,,,,,,0.02178516785,-0.0509,,,,,,0.1055314061,0.02643140611,,,,,
Canning,0.2990451777,-0.0289048223,,,,0.4345,0.4344888571,0.425189027,0.094914027,,,,0.5655111429,0.5655111429,0.08909356464,-0.03450643536,,,,,,0.1141415045,0.03676650447,,,,,,0,,,,,,,0.0725307262,0.0002807262015,,,,,
Durack,0.2339987722,-0.0932512278,,,,0.3984675201,0.3984675201,0.3287783361,0.0071783361,,,,0.6015324799,0.6015324799,0.08180805348,-0.03701694652,,,,,,0.1008162616,0.03281626157,,,,,,0,,,,,,,0.2545985767,0.1588235767,,,,,
O'Connor,0.2105652161,-0.1158847839,,,,0.3673654878,0.3673654878,0.3444731874,0.04169818744,,,,0.6326345122,0.6326345122,0.1000089891,-0.01989101088,,,,,,0.1103964203,0.03964642033,,,,,,0,,,,,,,0.234556187,0.122981187,,,,,
Forrest,0.2254542164,-0.1026207836,,,,0.4776436048,0.4776436048,0.3118030908,0.01362809078,,,,0.5223563952,0.5223563952,0.07882803624,-0.02937196376,,,,,,0.0871733513,0.0180983513,,,,,,0.1830539831,0.1104,,,,,,0.1136873222,0.03153732216,,,,,
Adelaide,0.4648651491,0.1079401491,,,,0.6906537878,0.6906537878,0.2416622111,-0.06666278892,,,,0.3093462122,0.3093462122,0.1896940108,0.07039401082,,,,,,0.04017915838,-0.02279584162,,,,,,0,,,,,,,0.06359947059,-0.02032552941,,,,,
Hindmarsh,0.4814129865,0.1258629865,,,,0.6634865877,0.6634865877,0.2310284429,-0.07264655711,,,,0.3365134123,0.3365134123,0.1355549431,0.01420494305,,,,,,0.04973726561,-0.01326273439,,,,,,0.01587964898,-0.0568,,,,,,0.08638671302,0.002486713019,,,,,
Sturt,0.3528603259,0.0006353259431,,,,0.5662,0.5662258723,0.3434269274,0.03752692744,,,,0.4337741277,0.4337741277,0.1561846385,0.0359846385,,,,,,0.03444684429,-0.02812815571,,,,,,0.07182188378,-0.0009,,,,,,0.04125938004,-0.03134061996,,,,,
Boothby,0.4262436189,0.05984361892,,,,0.611,0.6110329899,0.3248451069,0.01072010691,,,,0.3889670101,0.3889670101,0.1708383402,0.04401334019,,,,,,0.03033944383,-0.03253555617,,,,,,0,0.0217,,,,,,0.04773349014,-0.03214150986,,,,,
Kingston,0.5302630995,0.1797880995,,,,0.7074,0.7074049425,0.1862904299,-0.1235595701,,,,0.2925950575,0.2925950575,0.1344247748,0.009799774835,,,,,,0.06227428014,-0.001550719863,,,,,,0,-0.0258,,,,,,0.08674741559,-0.002702584409,,,,,
Makin,0.4782379319,0.1337879319,,,,0.6466,0.6465783623,0.2248841241,-0.08064087595,,,,0.3534216377,0.3534216377,0.1237329012,-0.0007170987678,,,,,,0.0673776237,0.001977623695,,,,,,0,,,,,,,0.1057674191,0.01414241908,,,,,
Spence,0.4433012789,0.1014762789,,,,0.6534,0.6533818482,0.1868956184,-0.1238293816,,,,0.3466181518,0.3466181518,0.1448723349,0.0148973349,,,,,,0.09547324365,0.03834824365,,,,,,0.02462784883,-0.0481,,,,,,0.1048296753,0.0191796753,,,,,
Barker,0.224911235,-0.119838765,,,,0.3698,0.3698235738,0.4825505455,0.1671005455,,,,0.6301764262,0.6301764262,0.08154423533,-0.04243076467,,,,,,0.08196736391,0.01751736391,,,,,,0.05856651397,-0.01175848603,,,,,,0.07046010633,-0.009789893666,,,,,
Grey,0.2250446759,-0.1183553241,,,,0.4536,0.4535792143,0.3488646251,0.04703962514,,,,0.5464207857,0.5464207857,0.05915925188,-0.06081574812,,,,,,0.09966224118,0.02998724118,,,,,,0.1753819669,0.09515696686,,,,,,0.09188723908,0.007787239079,,,,,
Mayo,0.2134332412,-0.1370417588,,,,0.3510968031,0.5497595501,0.2360642904,-0.08328570961,,,,,0.4502404499,0.1361857136,0.009485713601,,,,,,0.05985684843,-0.005243151571,,,,,,0,-0.06775,,,,,,0.3544599064,0.2846349064,,,,0.6489031969,
Clark,0.2004857029,-0.1433892971,,,,0.2961602819,0.7088744428,0.1368112422,-0.1856637578,,,,,0.2911255572,0.1319097896,0.01043478958,,,,,,0.04196591195,-0.02243408805,,,,,,0.4888273534,0.4127273534,,,,0.7038397181,,0,-0.070875,,,,,
Franklin,0.3902853705,0.04378537051,,,,0.5777902749,0.6944102953,0.1883680783,-0.1198069217,,,,,0.3055897047,0.1048363893,-8.861068243e-05,,,,,,0.0496063404,-0.0160686596,,,,,,0.2669038215,0.1942,,,,0.4222097251,,0,-0.03945,,,,,
Bass,0.3963320949,0.02813209487,,,,0.580104478,0.580104478,0.3144257899,0.007250789871,,,,0.419895522,0.419895522,0.1289074503,0.002307450345,,,,,,0.06479593262,-2.906737995e-05,,,,,,0.05380339135,-0.01482160865,,,,,,0.04173534095,-0.02203965905,,,,,
Braddon,0.3952298236,0.01202982362,,,,0.5720069482,0.5720069482,0.3166755746,0.01987557456,,,,0.4279930518,0.4279930518,0.08442009621,-0.04200490379,,,,,,0.0762827365,0.007657736505,,,,,,0.08249599145,0.01372099145,,,,,,0.04489577766,-0.01047922234,,,,,
Lyons,0.4308100791,0.05506007913,,,,0.6158371512,0.6158371512,0.2620652853,-0.0383097147,,,,0.3841628488,0.3841628488,0.1088348605,-0.01191513953,,,,,,0.06722459392,0.003399593919,,,,,,0.03204394002,-0.0407,,,,,,0.09902124115,0.03627124115,,,,,
Bean,0.410496592,0.07154659202,,,,0.5034079844,0.6929016553,0.2304284323,-0.08077156767,,,,,0.3070983447,0.09500486855,-0.01387013145,,,,,,,-0.225,,,,,,0.2640701071,0.1506701071,,,,0.4965920156,,0,-0.07,,,,,
Canberra,0.483196831,0.133946831,,,,0.6952090359,0.7641775066,0.1830844173,-0.1361655827,,,,,0.2358224934,0.1981050265,0.0881800265,,,,0.3047909641,,,-0.225,,,,,,0.109062684,0.02696268401,,,,,,0.02655104116,-0.05587395884,,,,,
Fenner,0.5379949185,0.1836199185,,,,0.7208130426,0.7208130426,0.2193838662,-0.09376613381,,,,0.2791869574,0.2791869574,0.1640059284,0.04275592844,,,,,,,-0.225,,,,,,,-0.07,,,,,,0.07861528689,-0.01028471311,,,,,
Solomon,0.3284716448,0.00274664477,,,,0.5131049393,0.5131049393,0.359920173,0.006320172959,,,,0.4868950607,0.4868950607,0.1025611176,-0.008863882421,,,,,,0.06707134542,0.003471345418,,,,,,0.1362714119,0.0636,,,,,,0.005704307334,-0.03732069267,,,,,
Lingiari,0.446441094,0.08731609397,,,,0.5812587658,0.5812587658,0.3099360098,-0.009263990182,,,,0.4187412342,0.4187412342,0.1018145161,-0.01821048387,,,,,,0.09055049088,0.02072549088,,,,,,,-0.0233,,,,,,0.0512578892,-0.0194171108,,,,,
,,,,,,,,,,,,,,,,,,,,,,,-0.0604,,,,,,,-0.06775,,,,,,,0.169625,,,,,
New South Wales,0.352,0.0068,,,,0.5527,0.5527,0.315,-0.0004,,,,0.4473,0.4473,0.111,-0.0139,,,,,,0.06,-0.0034,,,,,,0.0973,0.0235,,,,,,0.0647,-0.0119,,,,,
Victoria,0.34,-0.0034,,,,0.563,0.563,0.322,-0.0036,,,,0.437,0.437,0.136,0.0141,,,,,,0.058,-0.0074,,,,,,0.0751,0.0049,,,,,,0.0689,-0.0037,,,,,
Queensland,0.31,-0.0397,,,,0.4942,0.4942,0.349,0.0329,,,,0.5058,0.5058,0.118,-0.0014,,,,,,0.078,0.0169,,,,,,0.0369,-0.0349,,,,,,0.1081,0.027,,,,,
Western Australia,0.356,0.0184,,,,0.5584,0.5584,0.315,-0.0046,,,,0.4416,0.4416,0.12,-0.0009,,,,,,0.04,-0.0114,,,,,,0.0617,-0.0154,,,,,,0.1073,0.0148,,,,,
South Australia,0.383,0.0329,,,,0.5919,0.5919,0.284,-0.0262,,,,0.4081,0.4081,0.134,0.0104,,,,,,0.062,-0.0019,,,,,,0.0336,-0.0358,,,,,,0.1034,0.0215,,,,,
Tasmania,0.366,0.0021,,,,0.6334,0.6334,0.245,-0.0619,,,,0.3666,0.3666,0.111,-0.0089,,,,,,0.061,-0.0047,,,,,,0.1795,0.0948,,,,,,0.0375,-0.0206,,,,,
ACT,0.475,0.1279,,,,0.7249,0.7249,0.212,-0.1027,,,,0.2751,0.2751,0.151,0.0379,,,,,,0.0,-0.0544,,,,,,0.044,-0.0234,,,,,,0.118,0.0155,,,,,
Northern Territory,0.38,0.0399,,,,0.5425,0.5425,0.338,-0.0009,,,,0.4575,0.4575,0.102,-0.0131,,,,,,0.077,0.0109,,,,,,0.0775,-0.0063,,,,,,0.0255,-0.0296,,,,,
