COWAN (WA),RAW,,,,,,,,COWAN (WA),HELPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ON,0.0950256156,0.787225252,0.1177491324,0.0,0,0,,,ON,0.0950256156,0.787225252,0.1177491324,0,0,0,,ON,0.0950256156,0.787225252,0.1177491324,0,0,0,1,,0.5356383267866187,0.10003560999535056,0.17282779564926792,0.19149826756876284,0.0,0.0,0.6306639423873459,0.8872608620198094,0.29057692802408197,0.19149826756876284,0.0,0.0,0.3153319711936729,0.44363043100990457,0.14528846401204096,0.0,0.0,0.0
IND,0,0,0,0,0.0,0,,,IND,0,0,0,0,0,0,,IND,0.3134297161,0.4572788528,0.1087705124,0.1205209186,0,0,1,,0.3503651293765564,0.3375752705572448,0.15549304636497757,0.15656655370122136,0.0,0.0,0.6637948454570706,0.794854123405951,0.2642635588097971,0.2770874723271815,0.0,0.0,0.33189742272853523,0.39742706170297537,0.1321317794048985,0.13854373616359072,0.0,0.0
OTH,0.1573283425,0.2725464967,0.208562405,0.3615627559,0,0.0,,,OTH,0.1573283425,0.2725464967,0.208562405,0.3615627559,0,0,,OTH,0.1573283425,0.2725464967,0.208562405,0.3615627559,0,0,1,,0.3352348878289127,0.45450227547059757,0.1221215197419859,0.08814131695850388,0.0,0.0,0.49256323032511107,0.7270487721368744,0.3306839247016303,0.44970407283638436,0.0,0.0,0.24628161516255548,0.3635243860684371,0.16534196235081514,0.22485203641819212,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HASLUCK (WA),RAW,,,,,,,,HASLUCK (WA),HELPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ALP,LNP,GRN,ON,IND,OTH,PrefRow,,,ALP,LNP,GRN,ON,IND,OTH,,,ALP,LNP,GRN,ON,IND,OTH,,,ALP,LNP,GRN,ON,IND,OTH,ALP,LNP,GRN,ON,IND,OTH,ALP,LNP,GRN,ON,IND,OTH
Index,1,2,3,4,5,6,126.0,,Index,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALP,0.0,0,0,0,0,0,,,ALP,0,0,0,0,0,0,,ALP,0,0.5423295342,0.2773781337,0.1802923321,0,0,1,,0.5637715455,0.16454178084800514,0.18302346546875325,0.08866320818293755,0.0,0.0,0.5637715455,0.7068713150107566,0.4604015991569272,0.2689555403320121,0.0,0.0,0,0.3534356575053783,0.2302007995784636,0.13447777016600604,0.0,0.0
LNP,0,0.0,0,0,0,0,,,LNP,0,0,0,0,0,0,,LNP,0.5849926227,0,0.2515215212,0.1634858561,0,0,1,,0.2235333615956234,0.46646231495328044,0.20453463922281964,0.10546968422827648,0.0,0.0,0.8085259842495308,0.46646231495328044,0.4560561604651767,0.2689555403320121,0.0,0.0,0.4042629921247654,0.0,0.22802808023258836,0.13447777016600604,0.0,0.0
GRN,0.770064301,0.229935699,0.0,0,0,0,,,GRN,0.770064301,0.229935699,0,0,0,0,,GRN,0.770064301,0.229935699,0,0,0,0,1,,0.1345106875856984,0.4176286136497397,0.2714327754322948,0.17642792333226698,0.0,0.0,0.9045749886097517,0.6475643126256864,0.2714327754322948,0.17642792333226698,0.0,0.0,0.45228749430487586,0.3237821563128432,0.0,0.08821396166613349,0.0,0.0
ON,0.1825577934,0.55888481,0.2585573966,0.0,0,0,,,ON,0.1825577934,0.55888481,0.2585573966,0,0,0,,ON,0.1825577934,0.55888481,0.2585573966,0,0,0,1,,0.5260493116259692,0.15845805877475738,0.19120909764306354,0.1242835319562099,0.0,0.0,0.7086071050578573,0.7173428687757496,0.4497664942101833,0.1242835319562099,0.0,0.0,0.35430355252892864,0.3586714343878748,0.22488324710509164,0.0,0.0,0.0
IND,0,0,0,0,0.0,0,,,IND,0,0,0,0,0,0,,IND,0.3921454234,0.3296574894,0.168605568,0.1095915192,0,0,1,,0.3426911141122646,0.31268951931150535,0.22002421678356682,0.12459514979266319,0.0,0.0,0.7348365374713799,0.6423470086998528,0.3886297848060305,0.23418666902273663,0.0,0.0,0.36741826873568995,0.3211735043499264,0.19431489240301525,0.11709333451136832,0.0,0.0
OTH,0.2238141756,0.2001519592,0.2472593075,0.3287745577,0,0.0,,,OTH,0.2238141756,0.2001519592,0.2472593075,0.3287745577,0,0,,OTH,0.2238141756,0.2001519592,0.2472593075,0.3287745577,0,0,1,,0.3675133431251262,0.3619818855100191,0.19743077727534208,0.07307399408951265,0.0,0.0,0.5913275187465308,0.5621338446981229,0.44469008477561345,0.401848551779733,0.0,0.0,0.2956637593732654,0.28106692234906144,0.22234504238780672,0.2009242758898665,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEARCE (WA),RAW,,,,,,,,PEARCE (WA),HELPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ALP,LNP,GRN,ON,IND,OTH,PrefRow,,,ALP,LNP,GRN,ON,IND,OTH,,,ALP,LNP,GRN,ON,IND,OTH,,,ALP,LNP,GRN,ON,IND,OTH,ALP,LNP,GRN,ON,IND,OTH,ALP,LNP,GRN,ON,IND,OTH
Index,1,2,3,4,5,6,127.0,,Index,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALP,0.0,0,0,0,0,0,,,ALP,0,0,0,0,0,0,,ALP,0,0.5698836201,0.2894848573,0.1406315226,0,0,1,,0.5354183821,0.17016118913686318,0.2105206068117058,0.08389982191464443,0.0,0.0,0.5354183821,0.7400448092368529,0.5000054641138405,0.22453134451252,0.0,0.0,0,0.37002240461842645,0.25000273205692025,0.11226567225626,0.0,0.0
LNP,0,0.0,0,0,0,0,,,LNP,0,0,0,0,0,0,,LNP,0.549724655,0,0.3030526157,0.1472227293,0,0,1,,0.23255067038429283,0.49141548726182105,0.19872522710655127,0.07730861524733483,0.0,0.0,0.7822753254205079,0.49141548726182105,0.501777842805151,0.22453134451252,0.0,0.0,0.39113766271025396,0.0,0.2508889214025755,0.11226567225626,0.0,0.0
GRN,0.6869122257,0.3130877743,0.0,0,0,0,,,GRN,0.6869122257,0.3130877743,0,0,0,0,,GRN,0.6869122257,0.3130877743,0,0,0,0,1,,0.17211206872019427,0.3914600258758942,0.29373275658065173,0.14269514882325973,0.0,0.0,0.8590242944255234,0.704547800170565,0.29373275658065173,0.14269514882325973,0.0,0.0,0.4295121472127617,0.3522739000852825,0.0,0.07134757441162987,0.0,0.0
ON,0.1656002694,0.5654992423,0.2689004883,0.0,0,0,,,ON,0.1656002694,0.5654992423,0.2689004883,0,0,0,,ON,0.1656002694,0.5654992423,0.2689004883,0,0,0,1,,0.49557990880460323,0.17856233640628544,0.21931479491166805,0.10654295987744317,0.0,0.0,0.6611801782102271,0.7440615787029683,0.48821528320936125,0.10654295987744317,0.0,0.0,0.33059008910511356,0.37203078935148415,0.24410764160468063,0.0,0.0,0.0
IND,0,0,0,0,0.0,0,,,IND,0,0,0,0,0,0,,IND,0.3443110155,0.3736664121,0.1898120321,0.09221054024,0,0,1,,0.35106793525004787,0.30779002527174226,0.23770886808859998,0.1034331713896097,0.0,0.0,0.6953789507796593,0.6814564374014132,0.427520900192592,0.1956437116263352,0.0,0.0,0.34768947538982964,0.3407282187007066,0.213760450096296,0.0978218558131676,0.0,0.0
OTH,0.1804205515,0.2424122198,0.300535608,0.2766316207,0,0.0,,,OTH,0.1804205515,0.2424122198,0.300535608,0.2766316207,0,0,,OTH,0.1804205515,0.2424122198,0.300535608,0.2766316207,0,0,1,,0.38551182822534635,0.3533477135330473,0.20007905277348018,0.06106140546812619,0.0,0.0,0.5659323797032277,0.5957599333307064,0.5006146607877631,0.33769302617830277,0.0,0.0,0.28296618985161387,0.2978799666653532,0.25030733039388153,0.16884651308915138,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOORE (WA),RAW,,,,,,,,MOORE (WA),HELPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ALP,LNP,GRN,ON,IND,OTH,PrefRow,,,ALP,LNP,GRN,ON,IND,OTH,,,ALP,LNP,GRN,ON,IND,OTH,,,ALP,LNP,GRN,ON,IND,OTH,ALP,LNP,GRN,ON,IND,OTH,ALP,LNP,GRN,ON,IND,OTH
Index,1,2,3,4,5,6,128.0,,Index,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALP,0.0,0,0,0,0,0,,,ALP,0,0,0,0,0,0,,ALP,0,0.5112457024,0.09934181046,0.05501245887,0.2324830008,0.1019170274,1,,0.4666666265,0.18614015395189143,0.07225605403915536,0.04186552672033158,0.16791931524030163,0.06515232358619369,0.4666666265,0.6973858563598898,0.17159786449951858,0.0968779855860028,0.4004023160578407,0.16706935103462167,0,0.3486929281799449,0.08579893224975929,0.0484389927930014,0.20020115802892036,0.08353467551731084
LNP,0,0.0,0,0,0,0,,,LNP,0,0,0,0,0,0,,LNP,0.5253696256,0,0.09647105085,0.05342271992,0.2257647539,0.09897184973,1,,0.19234977041090404,0.44935407655802756,0.07446402404014461,0.04303470471566226,0.17312048392504015,0.06767694035022132,0.7177193959961211,0.44935407655802756,0.1709350748854195,0.09645742463348846,0.3988852378448359,0.1666487900821073,0.35885969799806056,0.0,0.08546753744270975,0.04822871231674423,0.19944261892241796,0.08332439504105366
GRN,0.7312378004,0.1109914518,0.0,0,0.1577707478,0,,,GRN,0.7312378004,0.1109914518,0,0,0.1577707478,0,,GRN,0.7312378004,0.1109914518,0,0,0.1577707478,0,1,,0.13008105534371028,0.45984341282284547,0.08334994895909299,0.04615665465848742,0.19505831595177278,0.08551061226409111,0.8613188557071754,0.5708348646637286,0.08334994895909299,0.04615665465848742,0.3528290637474247,0.08551061226409111,0.4306594278535877,0.2854174323318643,0.0,0.02307832732924371,0.17641453187371234,0.042755306132045555
ON,0.05454280298,0.4262797142,0.07131398571,0.0,0.1833163191,0.2645471781,,,ON,0.05454280298,0.4262797142,0.07131398571,0,0.1833163191,0.2645471781,,ON,0.05454280298,0.4262797142,0.07131398571,0,0.1833163191,0.2645471781,1,,0.4027747577689694,0.2004536382831162,0.09589295767366378,0.06354995605900962,0.18958015805365203,0.04774853216158888,0.4573175607440314,0.6267333524438279,0.16720694338169936,0.06354995605900962,0.37289647714363305,0.31229571022779856,0.2286587803720157,0.31336667622191394,0.08360347169084968,0.0,0.18644823857181653,0.15614785511389928
IND,0.4548974943,0.5451025057,0,0,0.0,0,,,IND,0.4548974943,0.5451025057,0,0,0,0,,IND,0.4548974943,0.5451025057,0,0,0,0,1,,0.28638029932242015,0.23256438899972046,0.09777695220093124,0.05414588818180035,0.22882086759970316,0.10031160369542458,0.7412777936276593,0.7776668946944812,0.09777695220093124,0.05414588818180035,0.22882086759970316,0.10031160369542458,0.37063889681382967,0.3888334473472406,0.04888847610046562,0.027072944090900174,0.0,0.05015580184771229
OTH,0.1636106195,0.2446725664,0.1865486726,0.1427964602,0.2623716814,0.0,,,OTH,0.1636106195,0.2446725664,0.1865486726,0.1427964602,0.2623716814,0,,OTH,0.1636106195,0.2446725664,0.1865486726,0.1427964602,0.2623716814,0,1,,0.3920957152195509,0.3082412292695611,0.05004057945970104,0.022071696458376887,0.1488839745474111,0.07866680504539894,0.5557063346885774,0.5529137956412425,0.23658925202607273,0.16486815663536805,0.4112556559633403,0.07866680504539894,0.2778531673442887,0.2764568978206213,0.11829462601303636,0.08243407831768403,0.20562782798167015,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRAND (WA),RAW,,,,,,,,BRAND (WA),HELPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ALP,LNP,GRN,ON,IND,OTH,PrefRow,,,ALP,LNP,GRN,ON,IND,OTH,,,ALP,LNP,GRN,ON,IND,OTH,,,ALP,LNP,GRN,ON,IND,OTH,ALP,LNP,GRN,ON,IND,OTH,ALP,LNP,GRN,ON,IND,OTH
Index,1,2,3,4,5,6,129.0,,Index,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALP,0.0,0,0,0,0,0,,,ALP,0,0,0,0,0,0,,ALP,0,0.4958830313,0.3455636492,0.1585533195,0,0,1,,0.5921275211,0.15852353005256536,0.18476547376701882,0.06458347512129782,0.0,0.0,0.5921275211,0.6544065613699666,0.5303291229781745,0.22313679459274088,0.0,0.0,0,0.32720328068498333,0.2651645614890873,0.11156839729637046,0.0,0.0
LNP,0,0.0,0,0,0,0,,,LNP,0,0,0,0,0,0,,LNP,0.5859067609,0,0.2838539063,0.1302393328,0,0,1,,0.2477299034863058,0.4207560837046111,0.23861655096729417,0.09289746184178878,0.0,0.0,0.8336366643884039,0.4207560837046111,0.5224704573142438,0.22313679459274088,0.0,0.0,0.416818332194202,0.0,0.26123522865712195,0.11156839729637046,0.0,0.0
GRN,0.7811213177,0.2188786823,0.0,0,0,0,,,GRN,0.7811213177,0.2188786823,0,0,0,0,,GRN,0.7811213177,0.2188786823,0,0,0,0,1,,0.12824249977299645,0.38734480685103306,0.3320567020083789,0.15235599136759156,0.0,0.0,0.9093638174796801,0.6062234891443495,0.3320567020083789,0.15235599136759156,0.0,0.0,0.4546819087398401,0.3031117445721748,0.0,0.0761779956837958,0.0,0.0
ON,0.1996752101,0.5227705994,0.2775541905,0.0,0,0,,,ON,0.1996752101,0.5227705994,0.2775541905,0,0,0,,ON,0.1996752101,0.5227705994,0.2775541905,0,0,0,1,,0.523098323633701,0.15976624392153058,0.21739097102040267,0.09974446142436563,0.0,0.0,0.7227735336880681,0.6825368433707998,0.49494516151676643,0.09974446142436563,0.0,0.0,0.3613867668440341,0.34126842168539995,0.24747258075838324,0.0,0.0,0.0
IND,0,0,0,0,0.0,0,,,IND,0,0,0,0,0,0,,IND,0.4163251606,0.2894344487,0.2016968075,0.09254358328,0,0,1,,0.3456099357659396,0.2989747785923458,0.251709799980966,0.1037054856607485,0.0,0.0,0.7619350963533766,0.588409227263945,0.4534066074411065,0.19624906894157185,0.0,0.0,0.3809675481766884,0.29420461363197253,0.22670330372055328,0.09812453447078594,0.0,0.0
OTH,0.268178954,0.1266540643,0.3275362319,0.2776307498,0,0.0,,,OTH,0.268178954,0.1266540643,0.3275362319,0.2776307498,0,0,,OTH,0.268178954,0.1266540643,0.3275362319,0.2776307498,0,0,1,,0.3854889838911216,0.34981328500447373,0.2056817269141163,0.05901600419028831,0.0,0.0,0.6536679378923818,0.47646734927668544,0.5332179587981742,0.33664675403275834,0.0,0.0,0.32683396894619093,0.23823367463834275,0.2666089793990872,0.1683233770163792,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BURT (WA),RAW,,,,,,,,BURT (WA),HELPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ALP,LNP,GRN,ON,IND,OTH,PrefRow,,,ALP,LNP,GRN,ON,IND,OTH,,,ALP,LNP,GRN,ON,IND,OTH,,,ALP,LNP,GRN,ON,IND,OTH,ALP,LNP,GRN,ON,IND,OTH,ALP,LNP,GRN,ON,IND,OTH
Index,1,2,3,4,5,6,130.0,,Index,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALP,0.0,0,0,0,0,0,,,ALP,0,0,0,0,0,0,,ALP,0,0.4496923124,0.1496599205,0.2517508895,0,0.1488968777,1,,0.4670496007,0.22082281951043614,0.08771800493052218,0.16793853544191234,0.0,0.056471039436956486,0.4670496007,0.6705151319028035,0.23737792540668334,0.41968942490468575,0.0,0.20536791710565416,0,0.33525756595140194,0.11868896270334174,0.20984471245234299,0.0,0.10268395855282714
LNP,0,0.0,0,0,0,0,,,LNP,0,0,0,0,0,0,,LNP,0.5358799745,0,0.1262205993,0.2123223641,0,0.1255770621,1,,0.1906622756379912,0.4272192675301814,0.10630883721063691,0.19601876461057144,0.0,0.07979085501061853,0.7265422501540237,0.4272192675301814,0.23252943646719193,0.4083411287429479,0.0,0.20536791710565416,0.3632711250770121,0.0,0.11626471823359603,0.20417056437147407,0.0,0.10268395855282714
GRN,0.7637817766,0.1096115396,0.0,0.1266066838,0,0,,,GRN,0.7637817766,0.1096115396,0,0.1266066838,0,0,,GRN,0.7637817766,0.1096115396,0,0.1266066838,0,0,1,,0.09587073742468913,0.4329413687043363,0.1281427541610848,0.21555572283897617,0.0,0.1274894168709133,0.8596525140599361,0.542552908264462,0.1281427541610848,0.3421624066436034,0.0,0.1274894168709133,0.4298262570299683,0.27127645413223117,0.0,0.1710812033218018,0.0,0.0637447084354567
ON,0.29328711,0.70671289,0,0.0,0,0,,,ON,0.29328711,0.70671289,0,0,0,0,,ON,0.29328711,0.70671289,0,0,0,0,1,,0.3787132854884183,0.1318889586865229,0.13309505003719338,0.22388624237771765,0.0,0.13241646341014748,0.6720003954789635,0.8386018486959776,0.13309505003719338,0.22388624237771765,0.0,0.13241646341014748,0.3360001977394819,0.41930092434798905,0.06654752501859673,0.0,0.0,0.06620823170507378
IND,0.2423255814,0.1055813953,0.1581395349,0.1297674419,0.0,0.3641860465,,,IND,0.2423255814,0.1055813953,0.1581395349,0.1297674419,0,0.3641860465,,IND,0.2423255814,0.1055813953,0.1581395349,0.1297674419,0,0.3641860465,1,,0.308184390791934,0.2828371624074923,0.1253119271909861,0.23432639572076674,0.0,0.04934012388882074,0.5505099721872828,0.3884185577563295,0.28345146207470706,0.36409383758123187,0.0,0.41352617040044864,0.2752549860936416,0.19420927887816486,0.14172573103735361,0.18204691879061605,0.0,0.20676308520022443
OTH,0.2547110833,0.1779941056,0.2079128338,0.3593819773,0,0.0,,,OTH,0.2547110833,0.1779941056,0.2079128338,0.3593819773,0,0,,OTH,0.2547110833,0.1779941056,0.2079128338,0.3593819773,0,0,1,,0.35958561184417814,0.39131113766518266,0.06058656314337107,0.12823902548547186,0.0,0.060277661861796186,0.614296695170069,0.569305243229173,0.2684993969381375,0.4876210028008242,0.0,0.060277661861796186,0.3071483475850347,0.28465262161458665,0.13424969846906884,0.24381050140041224,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CANNING (WA),RAW,,,,,,,,CANNING (WA),HELPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ALP,LNP,GRN,ON,IND,OTH,PrefRow,,,ALP,LNP,GRN,ON,IND,OTH,,,ALP,LNP,GRN,ON,IND,OTH,,,ALP,LNP,GRN,ON,IND,OTH,ALP,LNP,GRN,ON,IND,OTH,ALP,LNP,GRN,ON,IND,OTH
Index,1,2,3,4,5,6,131.0,,Index,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALP,0.0,0,0,0,0,0,,,ALP,0,0,0,0,0,0,,ALP,0,0.5597962594,0.1686553227,0.2715484179,0,0,1,,0.5236980423,0.2186929418044326,0.08674641323463722,0.17086260270779055,0.0,0.0,0.5236980423,0.778489201225893,0.25540173591118853,0.44241102060977866,0.0,0.0,0,0.38924460061294663,0.1277008679555943,0.22120551030488939,0.0,0.0
LNP,0,0.0,0,0,0,0,,,LNP,0,0,0,0,0,0,,LNP,0.595540341,0,0.1549606875,0.2494989714,0,0,1,,0.1748632636911095,0.5343165597577738,0.10044104838482298,0.19037912816629363,0.0,0.0,0.7704036047300324,0.5343165597577738,0.25540173591118853,0.439878099601005,0.0,0.0,0.38520180236501633,0.0,0.1277008679555943,0.21993904980050255,0.0,0.0
GRN,0.687723055,0.1273197716,0.0,0.1849571734,0,0,,,GRN,0.687723055,0.1273197716,0,0.1849571734,0,0,,GRN,0.687723055,0.1273197716,0,0.1849571734,0,0,1,,0.12645081037033215,0.5193152169568592,0.13571771308806044,0.21851625958474818,0.0,0.0,0.8141738653310745,0.6466349885485794,0.13571771308806044,0.40347343303228567,0.0,0.0,0.40708693266553736,0.32331749427428974,0.0,0.2017367165161429,0.0,0.0
ON,0.2737214742,0.7262785258,0,0.0,0,0,,,ON,0.2737214742,0.7262785258,0,0,0,0,,ON,0.2737214742,0.7262785258,0,0,0,0,1,,0.4325281609581001,0.15322825736740148,0.15870920324798543,0.2555343784265129,0.0,0.0,0.7062496351347232,0.8795067831907784,0.15870920324798543,0.2555343784265129,0.0,0.0,0.35312481756736164,0.4397533915953893,0.07935460162399273,0.0,0.0,0.0
IND,0,0,0,0,0.0,0,,,IND,0,0,0,0,0,0,,IND,0.3932668978,0.3396469211,0.1023287671,0.164757414,0,0,1,,0.3177449377712042,0.3528375853667188,0.1189584759563416,0.21045900090573527,0.0,0.0,0.7110118356115133,0.6924845064228926,0.22128724307962927,0.3752164148859647,0.0,0.0,0.3555059178057567,0.34624225321144636,0.11064362153981466,0.1876082074429824,0.0,0.0
OTH,0.2183561644,0.1653424658,0.3069863014,0.3093150685,0,0.0,,,OTH,0.2183561644,0.1653424658,0.3069863014,0.3093150685,0,0,,OTH,0.2183561644,0.1653424658,0.3069863014,0.3093150685,0,0,1,,0.3942558419851806,0.3859692817758956,0.062448511532978916,0.1573263647059448,0.0,0.0,0.6126120063687422,0.5513117475293203,0.3694348129028419,0.46664143319909546,0.0,0.0,0.3063060031843712,0.2756558737646602,0.18471740645142098,0.23332071659954778,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DURACK (WA),RAW,,,,,,,,DURACK (WA),HELPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ALP,LNP,GRN,ON,IND,OTH,PrefRow,,,ALP,LNP,GRN,ON,IND,OTH,,,ALP,LNP,GRN,ON,IND,OTH,,,ALP,LNP,GRN,ON,IND,OTH,ALP,LNP,GRN,ON,IND,OTH,ALP,LNP,GRN,ON,IND,OTH
